episode,timestep,reward,cost
1,2000,0.3852,-20.0
3,4000,0.0591,-148.0
5,6000,-0.0833,-118.0
7,8000,-0.4367,0.0
9,10000,1.647,-10.0
11,12000,-0.6765,-129.0
13,14000,-0.1319,-143.0
15,16000,-0.1494,-210.0
17,18000,1.0293,-28.5
