episode,timestep,reward,cost
5919,5920000,-0.2698,-71.95
5939,5940000,-0.1975,-36.15
5959,5960000,-0.2615,-44.65
5979,5980000,0.1357,-48.05
5999,6000000,-0.0062,-73.25
6019,6020000,-0.1613,-97.85
6039,6040000,0.1974,-66.2
6059,6060000,0.0131,-25.45
6079,6080000,-0.5878,-81.1
6099,6100000,0.0685,-73.55
6119,6120000,-0.1911,-29.1
6139,6140000,-0.6184,-16.25
6159,6160000,0.0133,-20.15
6179,6180000,-0.5417,-49.55
6199,6200000,-0.4718,-35.8
6219,6220000,0.1444,-60.5
6239,6240000,0.3126,-31.6
6259,6260000,0.13,-25.9
6279,6280000,-0.367,-82.5
6299,6300000,-0.0634,-93.85
6319,6320000,-0.091,-38.75
6339,6340000,0.0003,-47.35
6359,6360000,-0.0447,-65.25
6379,6380000,-0.0202,-5.85
6399,6400000,0.0529,-27.9
6419,6420000,-0.2385,-83.5
6439,6440000,-0.332,-35.85
6459,6460000,-0.3614,-77.2
6479,6480000,-0.2571,-53.6
6499,6500000,0.3469,-51.2
6519,6520000,0.052,-62.2
6539,6540000,-0.2615,-34.75
6559,6560000,-0.257,-109.8
6579,6580000,0.4465,-56.65
6599,6600000,-0.3718,-87.6
6619,6620000,-0.2016,-61.3
6639,6640000,-0.1342,-36.7
6659,6660000,-0.2521,-24.3
6679,6680000,-0.4134,-27.4
6699,6700000,-0.4214,-51.2
6719,6720000,0.1784,-56.6
6739,6740000,0.0261,-45.55
6759,6760000,-0.0338,-30.75
6779,6780000,0.5252,-70.8
6799,6800000,0.0622,-57.7
6819,6820000,0.0695,-41.25
6839,6840000,-0.4695,-58.9
6859,6860000,-0.4607,-45.9
6879,6880000,-0.1451,-51.5
6899,6900000,0.15,-66.9
6919,6920000,-0.4651,-56.05
6939,6940000,0.0948,-36.0
6959,6960000,0.2124,-75.45
6979,6980000,0.3364,-32.05
6999,7000000,0.3769,-34.2
7019,7020000,0.3646,-23.35
7039,7040000,-0.1808,-73.95
7059,7060000,-0.4323,-49.05
7079,7080000,0.0254,-34.45
7099,7100000,-0.1912,-52.85
7119,7120000,-0.1712,-29.8
7139,7140000,0.3815,-40.85
7159,7160000,0.1659,-19.8
7179,7180000,0.3475,-68.9
7199,7200000,-0.0193,-8.8
7219,7220000,0.4476,-43.0
7239,7240000,-0.0638,-58.4
7259,7260000,-0.0052,-32.4
7279,7280000,0.0775,-62.1
7299,7300000,-0.2575,-86.8
7319,7320000,0.505,-57.0
7339,7340000,0.0495,-43.85
7359,7360000,-0.3478,-34.9
7379,7380000,0.1948,-61.15
7399,7400000,0.3675,-46.3
7419,7420000,0.4123,-32.8
7439,7440000,0.4219,-88.55
7459,7460000,0.1814,-67.35
7479,7480000,-0.0224,-44.15
7499,7500000,-0.2778,-95.15
7519,7520000,0.4776,-37.35
7539,7540000,-0.3845,-20.6
7559,7560000,-0.5216,-60.05
7579,7580000,-0.185,-87.2
7599,7600000,0.2717,-44.35
7619,7620000,0.1506,-74.05
7639,7640000,-0.2154,-31.2
7659,7660000,-0.1975,-40.05
7679,7680000,-0.1238,-21.4
7699,7700000,0.4136,-41.8
7719,7720000,0.1942,-63.85
7739,7740000,0.269,-36.8
7759,7760000,-0.0223,-28.85
7779,7780000,-0.269,-26.3
7799,7800000,-0.2394,-29.0
7819,7820000,0.305,-67.9
7839,7840000,-0.3116,-33.55
7859,7860000,-0.2568,-43.05
7879,7880000,0.2231,-50.25
7899,7900000,0.0324,-61.05
7919,7920000,0.0231,-39.6
7939,7940000,0.1289,-78.2
7959,7960000,-0.3101,-60.4
7979,7980000,-0.094,-37.3
7999,8000000,-0.3852,-44.25
8019,8020000,-0.1994,-57.4
8039,8040000,-0.2736,-33.9
8059,8060000,-0.3354,-54.7
8079,8080000,0.0118,-57.5
8099,8100000,-0.1926,-53.0
8119,8120000,-0.1158,-48.25
8139,8140000,0.4672,-43.9
8159,8160000,0.0768,-52.95
8179,8180000,-0.3542,-57.05
8199,8200000,0.0877,-57.6
8219,8220000,-0.0705,-64.6
8239,8240000,0.1693,-32.1
8259,8260000,0.2151,-39.3
8279,8280000,-0.0867,-24.8
8299,8300000,0.1239,-36.1
8319,8320000,-0.0696,-54.2
8339,8340000,-0.2293,-25.9
8359,8360000,-0.5029,-95.95
8379,8380000,-0.2042,-103.05
8399,8400000,-0.0724,-26.5
8419,8420000,-0.1305,-53.95
8439,8440000,-0.2551,-55.5
8459,8460000,0.221,-44.45
8479,8480000,-0.6723,-31.8
8499,8500000,-0.4925,-30.2
8519,8520000,-0.5132,-36.2
8539,8540000,-0.1157,-50.95
8559,8560000,-0.2123,-51.15
8579,8580000,0.1137,-47.7
8599,8600000,-0.4682,-36.2
8619,8620000,0.2298,-36.8
8639,8640000,0.104,-56.45
8659,8660000,0.0136,-69.6
8679,8680000,0.0912,-20.65
8699,8700000,0.5935,-27.3
8719,8720000,-0.5085,-29.2
8739,8740000,-0.2598,-26.1
8759,8760000,-0.0608,-46.65
8779,8780000,0.4377,-48.85
8799,8800000,-0.4036,-25.3
8819,8820000,-0.0204,-53.4
8839,8840000,-0.2273,-29.5
8859,8860000,-0.3044,-76.65
8879,8880000,0.0028,-54.35
8899,8900000,-0.0366,-55.25
8919,8920000,-0.596,-53.0
8939,8940000,0.6079,-33.9
8959,8960000,0.1563,-48.75
8979,8980000,-0.1432,-38.05
8999,9000000,0.5622,-67.25
9019,9020000,-0.1765,-30.4
9039,9040000,-0.2548,-48.7
9059,9060000,-0.4887,-64.3
9079,9080000,0.0151,-50.95
9099,9100000,0.4399,-21.1
9119,9120000,0.3126,-50.5
9139,9140000,-0.2075,-54.3
9159,9160000,-0.3657,-37.7
9179,9180000,-0.2979,-57.95
9199,9200000,0.5937,-52.3
9219,9220000,-0.0134,-81.8
9239,9240000,-0.4587,-28.35
9259,9260000,-0.0489,-59.2
9279,9280000,0.1266,-40.5
9299,9300000,-0.0954,-33.55
9319,9320000,0.175,-32.5
9339,9340000,0.769,-45.1
9359,9360000,-0.1618,-57.25
9379,9380000,0.4019,-43.15
9399,9400000,0.2629,-27.85
9419,9420000,-0.1553,-59.4
9439,9440000,0.1616,-38.05
9459,9460000,-0.1822,-50.75
9479,9480000,-0.5708,-41.75
9499,9500000,0.01,-13.15
9519,9520000,-0.051,-38.65
9539,9540000,-0.3383,-66.9
9559,9560000,-0.5688,-64.85
9579,9580000,-0.0703,-41.85
9599,9600000,-0.056,-39.55
9619,9620000,0.376,-69.7
9639,9640000,0.1333,-29.05
9659,9660000,-0.1735,-47.15
9679,9680000,0.4882,-99.1
9699,9700000,0.1265,-23.5
9719,9720000,-0.2411,-37.1
9739,9740000,-0.0419,-37.9
9759,9760000,0.0768,-24.9
9779,9780000,0.0873,-28.65
9799,9800000,-0.078,-35.65
9819,9820000,0.9447,-45.75
9839,9840000,-0.278,-41.65
9859,9860000,-0.1567,-22.95
9879,9880000,0.2709,-24.25
9899,9900000,-0.1216,-27.15
9919,9920000,-0.0328,-72.85
9939,9940000,-0.162,-58.7
9959,9960000,0.4967,-48.4
9979,9980000,0.3005,-47.4
9999,10000000,0.0912,-27.95
10019,10020000,-0.2711,-23.65
10039,10040000,-0.2548,-36.3
10059,10060000,-0.3017,-46.5
10079,10080000,0.1423,-79.15
10099,10100000,-0.1211,-24.65
10119,10120000,-0.1067,-52.25
10139,10140000,-0.1061,-60.45
10159,10160000,-0.2675,-39.1
10179,10180000,0.1092,-68.05
10199,10200000,-0.0725,-36.55
10219,10220000,-0.2197,-43.65
10239,10240000,0.002,-48.95
10259,10260000,-0.0834,-39.0
10279,10280000,-0.3324,-16.15
10299,10300000,-0.1449,-32.0
10319,10320000,-0.3178,-38.65
10339,10340000,0.4429,-44.3
10359,10360000,0.29,-26.8
10379,10380000,-0.3146,-38.0
10399,10400000,-0.1956,-65.95
10419,10420000,-0.0635,-23.7
10439,10440000,0.1339,-77.55
10459,10460000,0.2934,-39.55
10479,10480000,-0.4586,-36.6
10499,10500000,0.1394,-49.55
10519,10520000,-0.4474,-30.45
10539,10540000,-0.1651,-67.35
10559,10560000,0.1509,-35.95
10579,10580000,0.1171,-33.8
10599,10600000,0.1089,-41.2
10619,10620000,-0.0291,-37.75
10639,10640000,-0.3455,-36.65
10659,10660000,0.2396,-49.9
10679,10680000,-0.1728,-22.2
10699,10700000,-0.5076,-52.45
10719,10720000,0.0678,-30.75
10739,10740000,-0.1393,-45.55
10759,10760000,-0.0186,-38.05
10779,10780000,0.191,-31.3
10799,10800000,-0.165,-66.7
10819,10820000,-0.5574,-20.15
10839,10840000,-0.2797,-68.2
10859,10860000,-0.2222,-37.55
10879,10880000,0.2584,-29.05
10899,10900000,-0.6404,-36.95
10919,10920000,0.2669,-21.2
10939,10940000,-0.1689,-49.45
10959,10960000,0.0785,-47.9
10979,10980000,0.363,-35.55
10999,11000000,-0.129,-24.65
11019,11020000,-0.5018,-11.35
11039,11040000,0.261,-63.2
11059,11060000,0.192,-48.55
11079,11080000,0.2859,-18.25
11099,11100000,0.1837,-30.15
11119,11120000,-0.1429,-50.15
11139,11140000,0.1153,-15.15
11159,11160000,0.0024,-58.0
11179,11180000,-0.1056,-26.65
11199,11200000,0.3116,-30.2
11219,11220000,0.0413,-68.7
11239,11240000,-0.3565,-39.35
11259,11260000,-0.287,-15.7
11279,11280000,-0.3354,-39.0
11299,11300000,-0.5541,-50.85
11319,11320000,-0.2159,-23.75
11339,11340000,-0.1805,-27.95
11359,11360000,-0.1353,-69.8
11379,11380000,-0.237,-20.1
11399,11400000,-0.2682,-54.95
11419,11420000,-0.4464,-26.55
11439,11440000,-0.4955,-60.05
11459,11460000,0.7243,-54.65
11479,11480000,-0.1614,-30.2
11499,11500000,0.1461,-12.95
11519,11520000,0.328,-39.1
11539,11540000,-0.1005,-29.0
11559,11560000,0.588,-35.45
11579,11580000,-0.4336,-36.3
11599,11600000,0.5365,-27.45
11619,11620000,-0.4969,-58.65
11639,11640000,0.1915,-22.15
11659,11660000,0.1175,-20.6
11679,11680000,0.0352,-48.55
11699,11700000,-0.1241,-50.1
11719,11720000,0.1731,-39.8
11739,11740000,-0.6389,-32.35
11759,11760000,-0.6553,-42.1
11779,11780000,0.2073,-6.95
11799,11800000,0.3869,-52.75
11819,11820000,-0.3446,-16.05
11839,11840000,-0.2191,-34.3
11859,11860000,0.5771,-48.2
11879,11880000,0.3589,-32.7
11899,11900000,0.0166,-26.5
11919,11920000,-0.1448,-32.65
11939,11940000,-0.1585,-48.5
11959,11960000,0.0461,-14.4
11979,11980000,-0.1153,-27.15
11999,12000000,-0.0344,-29.7
12019,12020000,0.3632,-46.35
12039,12040000,0.212,-31.8
12059,12060000,-0.3419,-40.35
12079,12080000,0.0208,-81.15
12099,12100000,0.0903,-25.6
12119,12120000,-0.1498,-19.25
12139,12140000,-0.5043,-17.6
12159,12160000,0.1017,-27.55
12179,12180000,-0.1738,-41.35
12199,12200000,-0.3837,-30.05
12219,12220000,0.5577,-26.7
12239,12240000,-0.1421,-50.2
12259,12260000,-0.1196,-68.65
12279,12280000,-0.2628,-63.1
12299,12300000,-0.217,-26.0
12319,12320000,0.176,-97.95
12339,12340000,0.1934,-32.85
12359,12360000,0.234,-49.55
12379,12380000,-0.0747,-49.85
12399,12400000,0.0397,-29.55
12419,12420000,0.0687,-35.05
12439,12440000,0.2541,-23.85
12459,12460000,0.2466,-38.45
12479,12480000,0.2209,-34.3
12499,12500000,0.1125,-40.4
12519,12520000,-0.5223,-66.45
12539,12540000,0.0289,-38.8
12559,12560000,-0.5428,-31.1
12579,12580000,0.602,-40.85
12599,12600000,0.1945,-39.45
12619,12620000,-0.4457,-23.65
12639,12640000,-0.3215,-36.0
12659,12660000,-0.1384,-25.55
12679,12680000,0.3315,-55.45
12699,12700000,-0.1725,-41.95
12719,12720000,-0.054,-57.6
12739,12740000,0.1858,-13.85
12759,12760000,0.4268,-34.25
12779,12780000,0.5153,-33.6
12799,12800000,0.1186,-47.65
12819,12820000,0.0032,-15.4
12839,12840000,0.1105,-37.7
12859,12860000,-0.5277,-34.0
12879,12880000,-0.0769,-60.9
12899,12900000,0.1291,-57.25
12919,12920000,0.5259,-34.25
12939,12940000,-0.3503,-27.95
12959,12960000,0.2756,-50.75
12979,12980000,0.0564,-34.2
12999,13000000,0.0775,-39.75
13019,13020000,-0.5181,-17.25
13039,13040000,-0.3744,-12.75
13059,13060000,-0.3015,-36.85
13079,13080000,0.1448,-17.5
13099,13100000,-0.3407,-31.6
13119,13120000,-0.3128,-18.95
13139,13140000,-0.0826,-37.2
13159,13160000,0.1247,-55.15
13179,13180000,-0.4033,-26.35
13199,13200000,0.0426,-26.95
13219,13220000,-0.1596,-20.15
13239,13240000,0.3263,-32.35
13259,13260000,-0.3188,-29.4
13279,13280000,0.041,-39.25
13299,13300000,-0.072,-35.1
13319,13320000,0.1791,-30.6
13339,13340000,0.1936,-62.75
13359,13360000,0.3234,-34.3
13379,13380000,0.4327,-28.75
13399,13400000,-0.0871,-28.2
13419,13420000,0.384,-78.1
13439,13440000,-0.274,-15.75
13459,13460000,-0.1619,-46.85
13479,13480000,0.8451,-44.35
13499,13500000,0.0485,-32.05
13519,13520000,0.2465,-38.9
13539,13540000,0.6117,-26.2
13559,13560000,0.2473,-58.1
13579,13580000,-0.1412,-33.0
13599,13600000,0.0971,-60.7
13619,13620000,0.1369,-111.35
13639,13640000,0.0849,-28.15
13659,13660000,0.1343,-35.55
13679,13680000,-0.1253,-49.6
13699,13700000,-0.232,-31.6
13719,13720000,-0.4867,-27.1
13739,13740000,-0.3201,-54.7
13759,13760000,-0.3999,-39.4
13779,13780000,0.0052,-13.4
13799,13800000,0.601,-32.35
13819,13820000,0.2887,-37.65
13839,13840000,-0.071,-39.45
13859,13860000,0.2504,-35.05
13879,13880000,-0.1629,-19.85
13899,13900000,0.193,-75.55
13919,13920000,0.8203,-34.95
13939,13940000,0.1366,-17.0
13959,13960000,0.3213,-35.4
13979,13980000,-0.3598,-21.05
13999,14000000,-0.1659,-44.5
14019,14020000,0.4245,-77.3
14039,14040000,-0.2558,-48.6
14059,14060000,-0.198,-16.95
14079,14080000,-0.4153,-28.6
14099,14100000,-0.0319,-21.6
14119,14120000,-0.1598,-37.45
14139,14140000,0.3381,-13.95
14159,14160000,0.1963,-61.4
14179,14180000,0.0078,-25.5
14199,14200000,0.3323,-26.6
14219,14220000,0.1709,-18.35
14239,14240000,-0.0094,-21.5
14259,14260000,-0.0714,-13.95
14279,14280000,-0.3085,-53.2
14299,14300000,0.1938,-7.2
14319,14320000,-0.0586,-15.55
14339,14340000,0.3169,-40.25
14359,14360000,0.244,-17.1
14379,14380000,0.6939,-66.5
14399,14400000,0.2603,-12.65
14419,14420000,0.6187,-65.7
14439,14440000,0.4134,-30.6
14459,14460000,-0.3815,-24.4
14479,14480000,0.0334,-51.45
14499,14500000,-0.1585,-37.9
14519,14520000,0.3902,-61.9
14539,14540000,0.2932,-40.65
14559,14560000,0.4426,-47.8
14579,14580000,-0.0395,-12.15
14599,14600000,0.0091,-28.25
14619,14620000,-0.2233,-10.6
14639,14640000,0.7866,-24.0
14659,14660000,-0.4333,-28.35
14679,14680000,0.1896,-32.1
14699,14700000,-0.3448,-27.05
14719,14720000,-0.4678,-66.85
14739,14740000,-0.522,-19.45
14759,14760000,0.0016,-23.7
14779,14780000,-0.1498,-49.35
14799,14800000,-0.0148,-29.1
14819,14820000,-0.2328,-16.0
14839,14840000,0.3526,-26.45
14859,14860000,-0.4616,-17.45
14879,14880000,0.0857,-28.95
14899,14900000,-0.1258,-34.95
14919,14920000,-0.4517,-28.35
14939,14940000,0.3757,-50.95
14959,14960000,0.1643,-41.15
14979,14980000,0.2938,-15.75
14999,15000000,0.208,-13.55
15019,15020000,0.0725,-28.8
15039,15040000,-0.0512,-22.45
15059,15060000,-0.3873,-13.7
15079,15080000,-0.3611,-19.15
15099,15100000,-0.3599,-33.45
15119,15120000,0.2088,-17.25
15139,15140000,-0.3789,-44.8
15159,15160000,-0.8221,-13.1
15179,15180000,0.4409,-21.25
15199,15200000,-0.0499,-49.6
15219,15220000,0.0034,-35.45
15239,15240000,-0.1438,-40.45
15259,15260000,-0.4393,-26.05
15279,15280000,0.2091,-42.35
15299,15300000,-0.1726,-73.2
15319,15320000,-0.8866,-25.65
15339,15340000,0.4612,-17.55
15359,15360000,0.0968,-18.85
15379,15380000,-0.6941,-53.6
15399,15400000,0.359,-20.8
15419,15420000,0.2796,-14.75
15439,15440000,0.4239,-88.3
15459,15460000,0.1885,-36.05
15479,15480000,-0.0512,-23.3
15499,15500000,-0.0952,-44.9
15519,15520000,0.1225,-40.35
15539,15540000,0.193,-39.55
15559,15560000,0.4059,-20.3
15579,15580000,0.2495,-50.95
15599,15600000,-0.278,-28.9
15619,15620000,-0.2919,-40.25
15639,15640000,0.3046,-35.55
15659,15660000,-0.3432,-26.65
15679,15680000,0.3444,-36.9
15699,15700000,0.7064,-69.9
15719,15720000,0.1474,-39.95
15739,15740000,-0.0039,-38.15
15759,15760000,0.3353,-50.7
15779,15780000,0.5528,-52.4
15799,15800000,-0.0525,-41.15
15819,15820000,-0.1411,-26.4
15839,15840000,0.2152,-25.8
15859,15860000,-0.1425,-27.95
15879,15880000,0.4084,-23.05
15899,15900000,-0.2812,-39.15
15919,15920000,0.0637,-55.6
15939,15940000,0.09,-19.25
15959,15960000,-0.276,-19.0
15979,15980000,-0.1682,-14.15
15999,16000000,0.3498,-40.4
16019,16020000,0.25,-54.95
16039,16040000,0.467,-27.0
16059,16060000,-0.2625,-22.1
16079,16080000,0.0264,-25.1
16099,16100000,-0.2938,-31.4
16119,16120000,0.3246,-15.2
16139,16140000,-0.0125,-38.75
